2.72001,-454.864
2.73001,-453.061
2.74001,-450.703
2.75001,-447.762
2.76001,-444.208
2.77001,-440.012
2.78001,-435.141
2.79001,-429.563
2.80001,-423.245
2.81001,-416.153
2.82001,-408.249
2.83001,-399.498
2.84001,-389.862
2.85001,-379.3
2.86001,-367.772
2.87001,-355.237
2.88001,-341.651
2.89001,-326.969
2.90001,-311.145
2.91001,-294.133
2.92001,-275.882
2.93001,-256.343
2.94001,-235.463
2.95001,-213.19
2.96001,-189.468
2.97001,-164.24
2.98001,-137.448
2.99001,-109.031
3.00001,-78.9288
3.01001,-47.0762
3.02001,-13.4081
3.03001,22.1429
3.04001,59.6462
3.05001,99.1731
3.06001,140.797
3.07001,184.593
3.08001,230.639
3.09001,279.015
3.10001,329.802
3.11001,383.085
3.12001,438.949
3.13001,497.484
3.14001,558.781
3.15001,622.933
3.16001,690.037
3.17001,760.19
3.18001,833.495
3.19001,910.055
3.20001,989.976
3.21001,1073.37
3.22001,1160.34
